filename,width,height,class,xmin,ymin,xmax,ymax
100001235.bmp,1175,825,ship,324,57,755,167
100001235.bmp,1175,825,ship,750,226,1037,302
100001238.bmp,1159,828,ship,316,554,599,632
100001238.bmp,1159,828,ship,610,603,824,679
100001238.bmp,1159,828,ship,274,660,592,756
100001238.bmp,1159,828,ship,705,737,993,809
100001238.bmp,1159,828,ship,640,160,852,214
100001238.bmp,1159,828,ship,359,33,613,101
100001238.bmp,1159,828,ship,626,85,884,148
100001239.bmp,1094,814,ship,576,556,1014,698
100001240.bmp,1095,799,ship,510,490,766,554
100001240.bmp,1095,799,ship,632,419,772,461
100001240.bmp,1095,799,ship,732,533,868,578
100001240.bmp,1095,799,ship,444,562,729,639
100001240.bmp,1095,799,ship,663,212,746,250
100001240.bmp,1095,799,ship,372,218,660,291
100001242.bmp,1176,810,ship,258,136,560,517
100001242.bmp,1176,810,ship,843,581,871,607
100001243.bmp,974,774,ship,210,142,522,486
100001245.bmp,1183,832,ship,690,131,987,358
100001245.bmp,1183,832,ship,655,67,814,208
100001246.bmp,1117,811,ship,640,12,915,239
100001246.bmp,1117,811,ship,305,440,628,702
100001246.bmp,1117,811,ship,483,485,636,618
100001247.bmp,1089,778,ship,284,506,386,578
100001247.bmp,1089,778,ship,400,580,505,647
100001247.bmp,1089,778,ship,520,524,666,652
100001247.bmp,1089,778,ship,551,543,701,670
100001247.bmp,1089,778,ship,725,310,1067,601
100001247.bmp,1089,778,ship,552,137,680,251
100001250.bmp,1179,827,ship,281,42,463,414
100001250.bmp,1179,827,ship,761,395,894,685
100001250.bmp,1179,827,ship,849,309,1041,728
100001251.bmp,1116,809,ship,208,599,320,809
100001251.bmp,1116,809,ship,140,89,388,196
100001251.bmp,1116,809,ship,349,252,478,554
100001251.bmp,1116,809,ship,647,296,904,405
100001251.bmp,1116,809,ship,843,478,968,727
100001251.bmp,1116,809,ship,993,537,1045,644
100001253.bmp,1192,833,ship,157,43,409,641
100001253.bmp,1192,833,ship,49,317,175,605
100001253.bmp,1192,833,ship,685,106,872,178
100001253.bmp,1192,833,ship,689,450,843,796
100001253.bmp,1192,833,ship,1015,16,1162,364
100001254.bmp,1170,820,ship,59,671,379,752
100001254.bmp,1170,820,ship,328,585,452,616
100001254.bmp,1170,820,ship,869,79,999,644
100001254.bmp,1170,820,ship,1079,162,1118,239
100001256.bmp,1191,821,ship,433,304,493,711
100001256.bmp,1191,821,ship,735,214,773,397
100001256.bmp,1191,821,ship,780,300,830,490
100001256.bmp,1191,821,ship,923,272,1002,707
100001256.bmp,1191,821,ship,84,316,109,372
100001256.bmp,1191,821,ship,827,245,874,604
100001259.bmp,1065,827,ship,376,304,582,628
100001260.bmp,1162,820,ship,178,397,206,416
100001260.bmp,1162,820,ship,323,354,1008,625
100001261.bmp,798,610,ship,238,410,581,503
100001262.bmp,924,770,ship,466,197,649,594
100001263.bmp,1129,798,ship,891,367,1069,455
100001263.bmp,1129,798,ship,715,306,887,391
100001263.bmp,1129,798,ship,671,444,1011,571
100001264.bmp,1197,796,ship,193,109,569,242
100001264.bmp,1197,796,ship,144,243,525,384
100001264.bmp,1197,796,ship,630,389,1008,522
100001264.bmp,1197,796,ship,677,268,1016,392
100001264.bmp,1197,796,ship,476,592,552,770
100001264.bmp,1197,796,ship,525,612,602,772
100001264.bmp,1197,796,ship,1082,205,1178,392
100001265.bmp,1086,783,ship,202,158,230,265
100001265.bmp,1086,783,ship,211,289,236,392
100001265.bmp,1086,783,ship,224,410,403,486
100001265.bmp,1086,783,ship,213,436,394,526
100001265.bmp,1086,783,ship,393,532,789,683
100001265.bmp,1086,783,ship,837,605,876,629
100001265.bmp,1086,783,ship,250,111,546,214
100001266.bmp,1192,832,ship,97,616,480,717
100001266.bmp,1192,832,ship,196,719,568,825
100001266.bmp,1192,832,ship,729,478,1115,589
100001266.bmp,1192,832,ship,739,584,1172,701
100001266.bmp,1192,832,ship,139,162,519,269
100001266.bmp,1192,832,ship,691,34,1061,153
100001266.bmp,1192,832,ship,91,32,467,154
100001266.bmp,1192,832,ship,1119,226,1189,441
100001267.bmp,1190,731,ship,91,324,418,423
100001267.bmp,1190,731,ship,120,411,568,550
100001267.bmp,1190,731,ship,523,147,1024,319
100001267.bmp,1190,731,ship,608,300,1049,426
100001267.bmp,1190,731,ship,1079,512,1143,683
100001271.bmp,1104,804,ship,545,107,698,241
100001271.bmp,1104,804,ship,616,297,796,514
100001273.bmp,1098,800,ship,44,673,81,706
100001273.bmp,1098,800,ship,436,306,597,423
100001273.bmp,1098,800,ship,382,297,766,555
100001273.bmp,1098,800,ship,758,631,794,651
100001273.bmp,1098,800,ship,754,645,803,672
100001275.bmp,1086,761,ship,130,540,275,616
100001275.bmp,1086,761,ship,335,637,581,755
100001276.bmp,1096,804,ship,282,276,658,586
100001277.bmp,1163,828,ship,282,111,659,730
100001278.bmp,1152,821,ship,203,72,531,385
100001278.bmp,1152,821,ship,601,457,945,789
100001279.bmp,1121,823,ship,238,76,495,556
100001279.bmp,1121,823,ship,375,132,647,605
100001279.bmp,1121,823,ship,315,606,392,763
100001279.bmp,1121,823,ship,618,713,685,815
100001279.bmp,1121,823,ship,657,741,710,816
100001279.bmp,1121,823,ship,932,113,955,133
100001281.bmp,794,772,ship,57,261,236,614
100001281.bmp,794,772,ship,221,151,271,240
100001281.bmp,794,772,ship,238,122,325,262
100001281.bmp,794,772,ship,274,130,351,277
100001281.bmp,794,772,ship,461,182,651,535
100001283.bmp,1167,761,ship,84,325,152,631
100001283.bmp,1167,761,ship,167,231,231,567
100001283.bmp,1167,761,ship,532,305,604,622
100001283.bmp,1167,761,ship,628,289,713,603
100001283.bmp,1167,761,ship,981,290,1074,676
100001284.bmp,1108,829,ship,230,184,287,432
100001284.bmp,1108,829,ship,252,679,293,814
100001284.bmp,1108,829,ship,279,677,329,817
100001284.bmp,1108,829,ship,753,34,857,461
100001284.bmp,1108,829,ship,720,551,783,791
100001284.bmp,1108,829,ship,809,522,867,786
100001284.bmp,1108,829,ship,850,600,893,776
100001284.bmp,1108,829,ship,302,146,419,729
100001285.bmp,1109,832,ship,169,162,231,475
100001285.bmp,1109,832,ship,256,127,322,441
100001285.bmp,1109,832,ship,632,455,707,805
100001285.bmp,1109,832,ship,708,54,851,579
100001287.bmp,988,794,ship,490,345,603,475
100001287.bmp,988,794,ship,223,352,465,593
100001289.bmp,1174,824,ship,84,337,336,448
100001289.bmp,1174,824,ship,399,238,591,318
100001289.bmp,1174,824,ship,745,377,857,737
100001290.bmp,1177,832,ship,457,759,492,811
100001290.bmp,1177,832,ship,416,696,488,787
100001290.bmp,1177,832,ship,189,94,545,656
100001290.bmp,1177,832,ship,756,86,779,102
100001290.bmp,1177,832,ship,811,208,826,232
100001291.bmp,988,745,ship,281,343,315,609
100001291.bmp,988,745,ship,185,386,224,595
100001291.bmp,988,745,ship,299,77,380,312
100001291.bmp,988,745,ship,187,622,278,671
100001292.bmp,1123,791,ship,68,306,206,462
100001292.bmp,1123,791,ship,370,294,467,348
100001293.bmp,958,720,ship,225,134,548,414
100001295.bmp,1172,822,ship,101,131,445,668
100001295.bmp,1172,822,ship,255,40,616,581
100001295.bmp,1172,822,ship,573,582,688,746
100001296.bmp,1068,807,ship,94,148,277,444
100001296.bmp,1068,807,ship,208,69,398,367
100001296.bmp,1068,807,ship,729,229,958,573
100001296.bmp,1068,807,ship,676,43,780,203
100001296.bmp,1068,807,ship,688,125,740,203
100001296.bmp,1068,807,ship,711,29,813,187
100001296.bmp,1068,807,ship,458,477,655,798
100001296.bmp,1068,807,ship,740,705,845,795
100001296.bmp,1068,807,ship,856,692,929,738
100001296.bmp,1068,807,ship,916,650,944,669
100001298.bmp,1132,771,ship,115,118,448,325
100001298.bmp,1132,771,ship,652,430,981,618
100001299.bmp,1164,823,ship,95,568,395,746
100001299.bmp,1164,823,ship,142,471,446,652
100001299.bmp,1164,823,ship,352,148,729,365
100001299.bmp,1164,823,ship,410,65,677,213
100001299.bmp,1164,823,ship,890,337,1029,422
100001300.bmp,1160,823,ship,155,448,662,765
100001300.bmp,1160,823,ship,320,36,693,280
100001300.bmp,1160,823,ship,738,323,970,456
100001300.bmp,1160,823,ship,838,336,973,422
100001300.bmp,1160,823,ship,717,390,924,516
100001302.bmp,1173,831,ship,253,519,706,799
100001302.bmp,1173,831,ship,534,580,764,720
100001302.bmp,1173,831,ship,444,80,872,183
100001302.bmp,1173,831,ship,949,266,1024,409
100001303.bmp,1165,823,ship,372,168,786,281
100001303.bmp,1165,823,ship,431,352,767,485
100001303.bmp,1165,823,ship,424,513,715,601
100001303.bmp,1165,823,ship,372,601,714,671
100001303.bmp,1165,823,ship,569,277,710,317
100001303.bmp,1165,823,ship,725,295,826,338
100001304.bmp,1090,787,ship,428,212,677,300
100001304.bmp,1090,787,ship,507,438,674,487
100001304.bmp,1090,787,ship,397,507,767,601
100001304.bmp,1090,787,ship,734,482,792,513
100001306.bmp,1174,824,ship,701,558,754,631
100001306.bmp,1174,824,ship,705,616,732,663
100001306.bmp,1174,824,ship,1002,433,1054,532
100001306.bmp,1174,824,ship,966,447,1004,496
100001307.bmp,1091,826,ship,307,69,527,738
100001310.bmp,1176,794,ship,669,305,835,337
100001310.bmp,1176,794,ship,978,558,1029,733
100001310.bmp,1176,794,ship,993,76,1047,232
100001310.bmp,1176,794,ship,100,255,642,340
100001310.bmp,1176,794,ship,93,411,644,526
100001311.bmp,1095,700,ship,153,385,475,430
100001311.bmp,1095,700,ship,146,256,483,302
100001311.bmp,1095,700,ship,607,259,965,306
100001311.bmp,1095,700,ship,972,89,1025,264
100001311.bmp,1095,700,ship,989,13,1027,90
100001312.bmp,1095,805,ship,270,194,666,254
100001312.bmp,1095,805,ship,240,331,326,502
100001312.bmp,1095,805,ship,330,535,499,563
100001312.bmp,1095,805,ship,320,502,501,532
100001312.bmp,1095,805,ship,385,565,485,593
100001312.bmp,1095,805,ship,512,554,894,635
100001314.bmp,1185,820,ship,115,21,590,315
100001314.bmp,1185,820,ship,272,591,506,729
100001314.bmp,1185,820,ship,320,626,625,809
100001314.bmp,1185,820,ship,689,427,809,507
100001317.bmp,1011,700,ship,232,215,564,406
100001318.bmp,1105,709,ship,103,348,383,517
100001318.bmp,1105,709,ship,586,206,890,373
100001318.bmp,1105,709,ship,534,113,841,283
100001319.bmp,1158,792,ship,213,492,569,692
100001319.bmp,1158,792,ship,598,266,956,473
100001319.bmp,1158,792,ship,676,366,1017,558
100001319.bmp,1158,792,ship,264,583,621,769
100001319.bmp,1158,792,ship,1078,524,1158,661
100001319.bmp,1158,792,ship,253,69,399,134
100001319.bmp,1158,792,ship,113,134,270,213
100001320.bmp,1151,818,ship,245,526,605,721
100001320.bmp,1151,818,ship,39,196,329,358
100001320.bmp,1151,818,ship,368,29,650,171
100001320.bmp,1151,818,ship,84,279,348,421
100001320.bmp,1151,818,ship,415,86,689,248
100001320.bmp,1151,818,ship,739,138,845,315
100001320.bmp,1151,818,ship,932,491,1038,681
100001321.bmp,1169,831,ship,323,40,551,167
100001321.bmp,1169,831,ship,95,166,318,291
100001321.bmp,1169,831,ship,634,481,838,597
100001321.bmp,1169,831,ship,394,585,648,716
100001321.bmp,1169,831,ship,447,687,689,815
100001321.bmp,1169,831,ship,808,487,1043,630
100001323.bmp,969,798,ship,274,208,429,443
100001323.bmp,969,798,ship,417,189,522,332
100001323.bmp,969,798,ship,350,347,417,435
100001324.bmp,1122,810,ship,788,443,904,571
100001324.bmp,1122,810,ship,525,224,629,337
100001324.bmp,1122,810,ship,574,96,659,175
100001324.bmp,1122,810,ship,328,182,581,440
100001324.bmp,1122,810,ship,127,286,208,354
100001324.bmp,1122,810,ship,1,152,83,221
100001324.bmp,1122,810,ship,326,182,371,248
100001324.bmp,1122,810,ship,311,170,359,227
100001324.bmp,1122,810,ship,296,170,332,211
100001324.bmp,1122,810,ship,760,276,823,347
100001327.bmp,1181,828,ship,221,546,881,704
100001327.bmp,1181,828,ship,923,105,976,125
100001327.bmp,1181,828,ship,891,132,962,146
100001328.bmp,1066,712,ship,275,211,908,354
100001329.bmp,1157,826,ship,338,263,835,745
100001330.bmp,1162,822,ship,179,206,518,792
100001330.bmp,1162,822,ship,499,40,571,175
100001330.bmp,1162,822,ship,441,21,543,177
100001334.bmp,925,754,ship,374,188,666,665
100001334.bmp,925,754,ship,498,103,798,579
100001335.bmp,1174,826,ship,417,579,475,678
100001335.bmp,1174,826,ship,226,148,384,427
100001335.bmp,1174,826,ship,334,75,501,358
100001335.bmp,1174,826,ship,439,540,602,810
100001335.bmp,1174,826,ship,546,489,721,760
100001335.bmp,1174,826,ship,804,255,1014,580
100001335.bmp,1174,826,ship,766,75,860,222
100001335.bmp,1174,826,ship,791,57,881,203
100001335.bmp,1174,826,ship,765,754,829,808
100001335.bmp,1174,826,ship,894,684,969,737
100001335.bmp,1174,826,ship,976,639,1041,687
100001335.bmp,1174,826,ship,1,225,41,247
100001336.bmp,1046,743,ship,236,187,556,395
100001336.bmp,1046,743,ship,673,450,984,650
100001336.bmp,1046,743,ship,245,62,714,374
100001337.bmp,871,577,ship,131,65,390,238
100001337.bmp,871,577,ship,66,156,349,330
100001337.bmp,871,577,ship,520,314,795,499
100001338.bmp,1094,621,ship,112,152,506,424
100001338.bmp,1094,621,ship,165,60,511,284
100001338.bmp,1094,621,ship,563,314,919,553
100001341.bmp,777,658,ship,344,337,656,536
100001344.bmp,1059,789,ship,317,483,683,570
100001344.bmp,1059,789,ship,568,334,745,391
100001344.bmp,1059,789,ship,423,235,748,344
100001345.bmp,1134,814,ship,205,368,275,507
100001345.bmp,1134,814,ship,460,331,744,645
100001346.bmp,1173,834,ship,890,566,907,609
100001346.bmp,1173,834,ship,907,545,935,594
100001346.bmp,1173,834,ship,919,526,953,585
100001346.bmp,1173,834,ship,1030,498,1058,554
100001346.bmp,1173,834,ship,952,485,971,527
100001348.bmp,1124,820,ship,246,141,510,769
100001350.bmp,1003,774,ship,395,203,469,626
100001351.bmp,1168,800,ship,583,50,900,209
100001351.bmp,1168,800,ship,677,283,701,309
100001352.bmp,1147,761,ship,130,297,479,466
100001352.bmp,1147,761,ship,196,412,538,580
100001352.bmp,1147,761,ship,356,619,420,655
100001352.bmp,1147,761,ship,559,86,903,260
100001352.bmp,1147,761,ship,583,166,1017,392
100001352.bmp,1147,761,ship,982,645,1143,730
100001353.bmp,1039,685,ship,205,135,572,335
100001353.bmp,1039,685,ship,384,462,555,557
100001353.bmp,1039,685,ship,585,351,945,551
100001354.bmp,943,798,ship,225,35,443,301
100001354.bmp,943,798,ship,668,441,875,707
100001355.bmp,964,808,ship,116,127,325,402
100001355.bmp,964,808,ship,397,381,607,658
100001355.bmp,964,808,ship,481,431,683,711
100001355.bmp,964,808,ship,707,375,858,499
100001357.bmp,1150,786,ship,62,287,341,658
100001357.bmp,1150,786,ship,378,19,545,266
100001357.bmp,1150,786,ship,364,71,465,221
100001357.bmp,1150,786,ship,672,85,875,229
100001357.bmp,1150,786,ship,765,309,940,554
100001357.bmp,1150,786,ship,638,612,744,731
100001357.bmp,1150,786,ship,704,634,823,753
100001357.bmp,1150,786,ship,813,504,927,615
100001357.bmp,1150,786,ship,909,391,984,494
100001358.bmp,1199,811,ship,2,261,146,458
100001358.bmp,1199,811,ship,138,36,305,258
100001358.bmp,1199,811,ship,51,300,267,598
100001358.bmp,1199,811,ship,382,461,598,773
100001358.bmp,1199,811,ship,472,519,684,787
100001358.bmp,1199,811,ship,639,118,844,398
100001358.bmp,1199,811,ship,722,166,918,438
100001358.bmp,1199,811,ship,979,179,1188,321
100001358.bmp,1199,811,ship,1058,437,1175,585
100001358.bmp,1199,811,ship,893,642,1045,811
100001358.bmp,1199,811,ship,1059,448,1199,629
100001360.bmp,1047,742,ship,204,392,514,621
100001360.bmp,1047,742,ship,575,177,854,373
100001361.bmp,1063,797,ship,829,410,900,527
100001361.bmp,1063,797,ship,853,381,937,515
100001361.bmp,1063,797,ship,713,28,769,116
100001361.bmp,1063,797,ship,916,377,968,458
100001361.bmp,1063,797,ship,460,465,635,764
100001361.bmp,1063,797,ship,803,622,882,669
100001362.bmp,709,762,ship,430,481,590,727
100001362.bmp,709,762,ship,513,384,671,653
100001362.bmp,709,762,ship,312,40,470,297
100001363.bmp,908,756,ship,138,411,303,714
100001363.bmp,908,756,ship,114,238,196,371
100001363.bmp,908,756,ship,119,318,175,395
100001363.bmp,908,756,ship,109,125,220,242
100001363.bmp,908,756,ship,278,81,461,369
100001364.bmp,1189,830,ship,72,530,405,742
100001364.bmp,1189,830,ship,336,231,595,409
100001364.bmp,1189,830,ship,696,434,946,590
100001364.bmp,1189,830,ship,380,140,633,293
100001364.bmp,1189,830,ship,899,90,1161,263
100001365.bmp,1149,820,ship,134,385,609,681
100001365.bmp,1149,820,ship,619,215,816,349
100001365.bmp,1149,820,ship,644,329,868,461
100001365.bmp,1149,820,ship,702,541,816,740
100001365.bmp,1149,820,ship,942,167,1071,349
100001366.bmp,1153,832,ship,233,469,472,630
100001366.bmp,1153,832,ship,545,679,782,825
100001366.bmp,1153,832,ship,590,592,840,762
100001366.bmp,1153,832,ship,382,113,616,270
100001366.bmp,1153,832,ship,483,50,761,221
100001367.bmp,1109,788,ship,290,459,723,730
100001367.bmp,1109,788,ship,321,372,527,510
100001367.bmp,1109,788,ship,500,148,902,263
100001367.bmp,1109,788,ship,943,235,1018,366
100001368.bmp,1081,823,ship,359,123,734,256
100001368.bmp,1081,823,ship,402,217,533,271
100001368.bmp,1081,823,ship,530,240,652,287
100001368.bmp,1081,823,ship,644,260,797,325
100001368.bmp,1081,823,ship,393,295,725,438
100001368.bmp,1081,823,ship,350,533,642,611
100001368.bmp,1081,823,ship,613,611,749,661
100001368.bmp,1081,823,ship,369,635,514,702
100001370.bmp,1151,820,ship,949,154,997,244
100001370.bmp,1151,820,ship,1003,427,1033,480
100001370.bmp,1151,820,ship,1040,452,1068,506
100001370.bmp,1151,820,ship,1050,445,1083,501
100001370.bmp,1151,820,ship,1000,506,1033,570
100001371.bmp,891,718,ship,220,224,623,307
100001372.bmp,1037,811,ship,130,742,231,771
100001373.bmp,784,689,ship,401,55,713,451
100001374.bmp,735,670,ship,201,96,446,312
100001374.bmp,735,670,ship,390,308,614,488
100001374.bmp,735,670,ship,472,394,688,576
100001374.bmp,735,670,ship,84,270,155,334
100001374.bmp,735,670,ship,268,97,350,163
100001376.bmp,861,722,ship,158,278,424,496
100001376.bmp,861,722,ship,211,557,346,659
100001376.bmp,861,722,ship,365,542,483,650
100001376.bmp,861,722,ship,389,567,505,670
100001376.bmp,861,722,ship,536,374,792,585
100001376.bmp,861,722,ship,484,98,551,242
100001378.bmp,924,825,ship,150,368,285,684
100001378.bmp,924,825,ship,76,426,184,668
100001378.bmp,924,825,ship,472,532,595,779
100001378.bmp,924,825,ship,555,529,665,778
100001378.bmp,924,825,ship,287,62,402,299
100001378.bmp,924,825,ship,215,36,322,283
100001378.bmp,924,825,ship,477,71,694,163
100001382.bmp,1159,817,ship,149,194,187,235
100001382.bmp,1159,817,ship,122,236,161,274
100001382.bmp,1159,817,ship,118,299,157,355
100001382.bmp,1159,817,ship,150,250,182,306
100001382.bmp,1159,817,ship,566,325,615,497
100001382.bmp,1159,817,ship,593,309,638,614
100001382.bmp,1159,817,ship,923,221,992,557
100001382.bmp,1159,817,ship,862,379,904,558
100001383.bmp,1120,813,ship,473,387,1001,699
100001386.bmp,874,790,ship,102,360,807,584
100001388.bmp,782,653,ship,83,356,499,500
100001390.bmp,1173,824,ship,529,36,651,189
100001390.bmp,1173,824,ship,649,77,721,187
100001390.bmp,1173,824,ship,763,267,824,359
100001390.bmp,1173,824,ship,755,403,988,741
100001393.bmp,1152,817,ship,190,464,491,642
100001393.bmp,1152,817,ship,783,314,1080,494
100001393.bmp,1152,817,ship,943,597,1037,729
100001395.bmp,1189,826,ship,122,344,164,393
100001395.bmp,1189,826,ship,326,418,638,599
100001395.bmp,1189,826,ship,382,362,667,523
100001395.bmp,1189,826,ship,713,627,997,802
100001395.bmp,1189,826,ship,876,224,1169,392
100001396.bmp,1151,822,ship,327,532,785,791
100001396.bmp,1151,822,ship,478,213,857,316
100001396.bmp,1151,822,ship,500,335,899,427
100001396.bmp,1151,822,ship,385,57,638,98
100001396.bmp,1151,822,ship,923,377,1004,508
100001397.bmp,1078,702,ship,301,330,813,443
100001397.bmp,1078,702,ship,362,409,673,492
100001397.bmp,1078,702,ship,411,543,722,618
100001398.bmp,968,779,ship,321,427,625,528
100001398.bmp,968,779,ship,343,351,646,459
100001400.bmp,991,815,ship,35,539,96,639
100001400.bmp,991,815,ship,308,249,570,709
100001401.bmp,950,667,ship,373,441,549,579
100001403.bmp,886,748,ship,328,156,663,458
100001404.bmp,865,779,ship,185,165,621,569
100001405.bmp,1118,811,ship,420,39,650,263
100001405.bmp,1118,811,ship,746,423,1041,687
100001405.bmp,1118,811,ship,627,643,702,712
100001405.bmp,1118,811,ship,721,108,783,169
100001405.bmp,1118,811,ship,866,236,931,318
100001407.bmp,1125,796,ship,135,527,472,612
100001407.bmp,1125,796,ship,219,251,384,294
100001407.bmp,1125,796,ship,459,639,612,691
100001407.bmp,1125,796,ship,457,676,617,719
100001407.bmp,1125,796,ship,660,659,757,707
100001408.bmp,1122,779,ship,199,541,575,618
100001408.bmp,1122,779,ship,665,259,983,320
100001408.bmp,1122,779,ship,169,216,482,272
100001408.bmp,1122,779,ship,176,87,493,146
100001408.bmp,1122,779,ship,564,660,751,703
100001411.bmp,765,650,ship,372,420,401,475
100001411.bmp,765,650,ship,475,325,523,365
100001413.bmp,1157,821,ship,357,379,677,706
100001413.bmp,1157,821,ship,487,419,810,755
100001413.bmp,1157,821,ship,107,96,618,342
100001413.bmp,1157,821,ship,45,699,106,730
100001413.bmp,1157,821,ship,208,705,306,764
100001415.bmp,1158,811,ship,302,71,497,269
100001415.bmp,1158,811,ship,366,238,625,487
100001415.bmp,1158,811,ship,594,439,920,743
100001418.bmp,901,808,ship,23,169,296,697
100001418.bmp,901,808,ship,412,1,503,130
100001418.bmp,901,808,ship,460,1,532,139
100001419.bmp,1181,829,ship,405,81,556,387
100001419.bmp,1181,829,ship,82,499,235,806
100001419.bmp,1181,829,ship,284,14,423,317
100001419.bmp,1181,829,ship,813,276,977,618
100001419.bmp,1181,829,ship,799,623,920,782
100001419.bmp,1181,829,ship,927,352,1053,525
100001420.bmp,1164,799,ship,177,166,278,545
100001420.bmp,1164,799,ship,737,223,920,597
100001420.bmp,1164,799,ship,1017,523,1100,680
100001420.bmp,1164,799,ship,825,667,1003,705
100001420.bmp,1164,799,ship,889,696,1003,728
100001421.bmp,863,762,ship,631,110,712,438
100001425.bmp,1149,823,ship,204,398,368,702
100001425.bmp,1149,823,ship,317,246,537,536
100001425.bmp,1149,823,ship,538,165,702,421
100001425.bmp,1149,823,ship,492,58,544,147
100001425.bmp,1149,823,ship,161,297,227,386
100001425.bmp,1149,823,ship,383,210,452,306
100001426.bmp,1091,820,ship,559,119,665,486
100001426.bmp,1091,820,ship,739,551,875,635
100001426.bmp,1091,820,ship,907,489,1035,570
100001427.bmp,1156,825,ship,56,521,121,608
100001427.bmp,1156,825,ship,576,96,628,179
100001427.bmp,1156,825,ship,651,104,706,187
100001427.bmp,1156,825,ship,513,9,553,82
100001427.bmp,1156,825,ship,648,258,985,786
100001428.bmp,997,807,ship,306,256,550,586
100001429.bmp,829,718,ship,559,242,581,426
100001429.bmp,829,718,ship,615,223,663,427
100001430.bmp,1155,807,ship,257,311,889,678
100001430.bmp,1155,807,ship,982,369,1062,455
100001431.bmp,1120,827,ship,282,272,443,579
100001431.bmp,1120,827,ship,629,447,740,652
100001431.bmp,1120,827,ship,839,62,934,229
100001431.bmp,1120,827,ship,978,344,1069,522
100001431.bmp,1120,827,ship,533,695,638,750
100001431.bmp,1120,827,ship,538,718,634,773
100001431.bmp,1120,827,ship,782,600,818,625
100001431.bmp,1120,827,ship,782,612,844,639
100001431.bmp,1120,827,ship,807,617,864,644
100001432.bmp,1103,826,ship,698,39,986,259
100001432.bmp,1103,826,ship,736,342,931,483
100001432.bmp,1103,826,ship,683,389,885,533
100001432.bmp,1103,826,ship,220,429,500,640
100001432.bmp,1103,826,ship,508,625,701,762
100001432.bmp,1103,826,ship,80,579,380,804
100001432.bmp,1103,826,ship,901,23,980,72
100001433.bmp,840,653,ship,161,416,359,558
100001433.bmp,840,653,ship,540,311,740,463
100001434.bmp,1018,803,ship,363,560,563,652
100001434.bmp,1018,803,ship,425,501,664,592
100001434.bmp,1018,803,ship,433,438,664,524
100001434.bmp,1018,803,ship,479,326,715,440
100001434.bmp,1018,803,ship,427,173,699,282
100001435.bmp,988,792,ship,885,484,919,530
100001435.bmp,988,792,ship,389,261,584,693
100001436.bmp,1052,781,ship,219,234,701,370
100001437.bmp,1035,762,ship,680,59,718,138
100001437.bmp,1035,762,ship,367,109,441,166
100001437.bmp,1035,762,ship,198,122,803,244
100001437.bmp,1035,762,ship,652,329,690,412
100001437.bmp,1035,762,ship,443,346,530,393
100001438.bmp,834,683,ship,233,155,369,463
100001439.bmp,937,736,ship,212,281,574,377
100001440.bmp,1110,831,ship,320,10,398,349
100001440.bmp,1110,831,ship,411,35,477,209
100001440.bmp,1110,831,ship,416,492,455,644
100001440.bmp,1110,831,ship,453,482,479,583
100001440.bmp,1110,831,ship,675,316,769,816
100001441.bmp,1123,833,ship,44,616,199,689
100001441.bmp,1123,833,ship,205,458,238,622
100001441.bmp,1123,833,ship,239,456,272,558
100001441.bmp,1123,833,ship,604,29,656,329
100001441.bmp,1123,833,ship,725,27,777,330
100001441.bmp,1123,833,ship,719,396,766,492
100001441.bmp,1123,833,ship,695,507,776,820
100001442.bmp,895,743,ship,168,215,338,526
100001442.bmp,895,743,ship,255,184,413,464
100001443.bmp,1179,834,ship,93,413,319,783
100001443.bmp,1179,834,ship,256,20,456,318
100001443.bmp,1179,834,ship,903,214,1069,523
100001444.bmp,1032,794,ship,182,446,360,750
100001444.bmp,1032,794,ship,615,259,748,502
100001444.bmp,1032,794,ship,663,67,882,179
100001445.bmp,1003,809,ship,160,227,315,533
100001445.bmp,1003,809,ship,499,9,674,301
100001445.bmp,1003,809,ship,620,409,788,686
100001445.bmp,1003,809,ship,708,362,861,657
100001446.bmp,1150,822,ship,774,23,1022,465
100001446.bmp,1150,822,ship,773,212,948,522
100001447.bmp,1002,816,ship,247,103,287,190
100001447.bmp,1002,816,ship,236,219,268,306
100001447.bmp,1002,816,ship,515,124,682,701
100001447.bmp,1002,816,ship,157,55,186,132
100001447.bmp,1002,816,ship,114,50,147,127
100001447.bmp,1002,816,ship,46,41,77,132
100001447.bmp,1002,816,ship,76,56,110,131
100001447.bmp,1002,816,ship,3,76,25,151
100001447.bmp,1002,816,ship,31,42,53,93
100001448.bmp,840,788,ship,393,105,576,672
100001449.bmp,754,752,ship,278,500,335,660
100001449.bmp,754,752,ship,331,452,387,604
100001449.bmp,754,752,ship,531,432,594,594
100001450.bmp,1089,815,ship,45,315,131,373
100001450.bmp,1089,815,ship,185,293,796,661
100001451.bmp,1158,822,ship,764,193,976,465
100001451.bmp,1158,822,ship,238,51,533,428
100001451.bmp,1158,822,ship,209,207,398,487
100001451.bmp,1158,822,ship,412,505,622,765
100001451.bmp,1158,822,ship,731,558,853,651
100001451.bmp,1158,822,ship,737,583,866,673
100001451.bmp,1158,822,ship,1084,387,1146,435
100001451.bmp,1158,822,ship,1042,376,1122,433
100001451.bmp,1158,822,ship,1023,370,1087,421
100001452.bmp,1147,799,ship,127,140,286,352
100001452.bmp,1147,799,ship,384,490,558,729
100001453.bmp,1147,824,ship,143,332,582,587
100001453.bmp,1147,824,ship,291,74,730,309
